8253,-431470494,8
13273,1635965137,5
16717,80162044,9
17761,-471835739,9
21659,-220540762,10
16634,-2012862841,7
14768,-1164878701,10
18167,-1092019323,8
11676,-431470494,8
14049,-488603494,8
882,-749454990,0
5439,-747519504,9
21011,-1538345119,8
14672,-1483111745,6
11676,-1090203036,0
7346,1219693662,0
11676,-477649669,8
7158,-231293306,9
16246,1555536038,9
21659,-1771273875,0
5582,-219648920,0
21014,-749454990,8
14897,-1429500725,0
22773,-1152269591,9
22252,-468223566,6
6563,78970909,0
15418,-628942069,7
882,-49607945,0
21364,-286698789,0
6894,-1482430621,0
19664,-1941655806,0
14538,-787931503,0
2276,-472940982,10
2738,-118837277,0
21231,617320160,0
18519,1220439461,0
20201,-1903208958,0
8066,1884916141,0
2766,-476116821,0
8681,-231258591,9
21014,-632548826,6
19336,-632576668,0
15602,-630614338,8
19664,-49668546,0
8870,1220403876,0
19842,-488603494,0
5942,89429060,2
16036,-431470395,0
17046,2141825542,9
18439,-231293306,8
22074,-747756933,9
16121,-219558532,5
22521,2083932434,0
7158,-1021829014,0
254,-1093183926,0
21014,1220379720,0
15700,1615621794,8
13273,1635823906,10
21014,-748444047,8
20060,-2145716139,10
14387,1219544676,5
6575,-743881189,0
16106,-1065266079,0
7283,-1090414394,8
2766,-471832023,7
2276,-6699114,10
16634,-1916513623,8
8019,1220379720,7
7346,1613835294,8
882,-471868509,0
11788,-1091334067,9
22830,2145644400,7
8245,-1022569112,8
10819,-470074138,0
22200,-2146554351,0
16795,-1540369019,9
17950,1219569720,0
424,-1067203539,0
278390,-453411550,10
16488,-471950997,7
21229,-864987336,7
1167,-742934730,0
6575,-870258486,0
6251,-1283748436,0
15418,-387020852,0
16795,-385294711,0
7509,-1066136865,8
9354,2146532544,10
16718,-1958441412,0
21576,-1022514299,9
11676,-1069304321,8
278582,-219552791,7
16916,1218706776,0
22824,448826179,0
6242,-451448049,5
3363,-385571005,0
17950,-1959390970,7
6251,-992031227,0
12209,1614609708,10
13273,-1021857814,0
21356,792862004,6
20172,1635847778,5
8454,1694832994,6
11676,-385545950,10
17003,-447605935,0
13104,-446002308,0
8253,1614372345,10
11676,-1958435555,8
14527,-397888935,8
21751,-427404965,0
14768,-2147419222,0
19085,89429989,0
15049,-973782021,8
13582,-1090294295,8
7338,-2145774795,9
7346,-1482432762,0
21659,1553205501,0
6789,-1930907799,0
14422,-47766759,8
6251,-1539354204,0
10819,1284335392,9
8864,-1708622261,8
14422,1399749853,0
5741,-445942752,8
14897,-467125022,0
9856,1197288133,0
3965,-1089464023,9
12569,1220500033,0
7915,-419094922,0
5582,1558090261,9
10199,768621055,10
21014,-469002937,0
882,-386185653,0
7105,-1523646677,6
13552,-1930940540,7
17859,-385233395,0
5609,1635965137,0
6575,-219558462,0
14521,2142905573,0
19018,-477649669,3
7158,1221447577,0
14422,-628914238,0
7082,-221318061,8
21364,-1065390881,0
16155,-2009320724,0
21014,-742930818,0
6251,-446029025,0
3363,1581395836,0
7125,-999703078,8
17950,-1959390969,9
6575,-1931743899,0
278536,-471896224,0
11676,-1958435584,5
19664,1558872674,0
9613,-1152270266,0
11676,1220408832,7
8362,-2012862841,0
11676,1613630566,10
22657,-1930906898,7
5903,-748654476,0
17761,-120422794,9
7346,1615469052,0
19200,-2145774795,0
23181,-231257749,8
13273,-49607945,0
7384,-424608676,8
18067,910019152,0
6575,-748444047,8
20022,-385947480,8
8872,-445942752,8
9226,-870044214,0
4571,-1258517850,8
22625,-1021830041,8
9226,-419094922,8
21231,618007118,6
16795,-49728102,0
9417,-2012862841,0
7346,-1925342809,0
12423,2142934443,5
14521,1351192855,0
11676,-1068155611,6
3643,1553242074,0
20971,1220529635,0
21364,-1090140537,0
22710,-1523646677,0
278843,-318306935,8
12220,-319946521,2
13093,-1523646677,0
7384,-396250336,0
8487,-629662824,0
3840,-1405639097,0
20060,1399749853,9
16231,447041635,0
21264,-1482904103,6
6575,-1931743870,7
19573,1221508034,10
8681,-745676402,0
278418,-1089464023,0
1585,-287530146,4
20180,-1918301053,0
16795,-2009320724,0
11179,-47822374,8
19664,2142934443,0
638,1635883422,10
277195,-630796094,10
6604,-1282706777,0
9417,2145701187,0
2793,-431470395,0
2891,-112167933,0
21751,2121546301,0
9908,-431470395,10
11676,-864987336,8
14326,1614372345,0
8681,-47766759,0
16908,-397889062,0
929,1220498948,6
3363,1635847778,0
277984,1218706776,0
8487,1615621794,0
13273,-219552918,0
6563,1558872674,0
12512,-1523646677,0
3542,-2016825943,10
6772,1218706776,8
8284,-1931654527,0
277639,-468287738,0
13273,448826179,0
14387,-48632501,0
7346,-1094820609,0
16795,-47766759,9
16795,-1920289240,0
11601,-471868509,0
14422,-443326867,0
16966,-472073168,0
16795,-221318061,0
10314,-231258591,0
17233,-1958435555,8
8067,-219558532,10
595,-293253862,0
16996,1581391993,7
278188,1220403876,8
21462,-1919372568,8
277427,2142905573,8
277722,-870160529,8
278418,447041635,0
16106,-446029025,7
20245,-473031352,0
15497,817482820,0
6563,1581395836,0
4017,-320010722,0
20032,-290422535,9
16795,1220529635,0
16599,-1094820609,8
3371,-1903208958,5
21014,-472010767,0
1733,-2012210257,0
11676,1614372345,0
16634,1219569720,0
7158,1219482333,0
16999,-1925342809,0
21252,-1523646677,0
16795,-1957694811,9
15845,-632576668,9
22045,-446002308,10
6280,624250747,9
20172,448832820,0
882,-320010722,0
3761,559021902,0
2337,-49668546,0
10354,-385947480,0
13995,1555536038,9
16155,-396250336,7
13518,1219487018,8
19107,-286698789,10
7915,1636685794,0
10314,-1482904103,9
6642,617114318,0
13273,-1925255226,0
8454,-231258591,9
11676,1220553663,7
277965,-1069109024,0
14422,-470913308,0
14232,-47795715,0
278390,-424608676,0
15602,-466412922,7
277915,447191579,8
11676,-397889777,9
278188,590390117,0
16718,-318306935,9
11601,448053478,0
6251,567282757,0
6102,-747519504,0
2139,-231174049,8
8362,1219487018,0
12100,2142934443,0
13273,-134721946,10
11657,-632576668,0
11676,-385231410,7
11724,-447605935,0
6563,1191804662,0
254,-581980331,9
14201,1615469052,7
11676,1288772800,7
14326,-743881189,0
16795,-1925342809,8
3373,-320010722,0
12824,-1091334067,7
21364,-630796094,0
10030,590390117,0
16795,-385947480,0
8284,-386183853,10
21576,-1958441412,0
11676,-424608676,9
13057,-1523646677,0
8801,1222251005,7
21404,-49607945,9
11676,-219558462,0
11676,-2016825943,0
20409,-452257951,10
21903,1551598732,0
741,-368276222,0
22338,1635847778,10
21014,2147429844,8
9417,-387109295,0
16263,-320010722,8
12272,-1523646677,10
13552,1220439461,0
13582,2083932434,0
23079,-470229172,8
3350,-871030484,10
12330,-1067266753,7
4017,1614672138,10
3363,-632576668,0
18095,-1094760222,8
278535,1551565973,0
21014,1220408832,0
1674,-47822374,10
11676,-445942752,0
20115,1350098143,0
3363,-1632104356,0
6251,940429541,0
22625,-49759032,0
8487,2143674413,0
16010,618006374,7
20388,-913959991,8
6450,-488603494,0
6543,-1931715941,10
11676,-743881189,0
22252,-1152361692,10
7346,2146532544,8
8872,-1930878883,8
1435,-1523646677,5
14521,1221451518,0
20115,-1405666957,0
20804,-1065452538,0
3145,-421810748,0
929,-468941378,6
21014,1220498204,0
20119,1219544676,9
16795,-386868093,0
7158,-1958643411,10
882,1220408832,0
16634,-1523646677,0
11435,-112137990,0
10338,-49607945,0
19664,-748654476,8
9279,-219552791,9
21014,448826306,0
638,1635847778,10
11245,1222251005,0
17233,-319946521,0
7056,-630706439,7
8067,1613630566,10
22409,-219552791,10
6575,-1708715545,9
18439,-1944303392,0
4017,-431470395,0
9568,-1539265888,8
7887,-1091098594,10
277928,-1283748436,0
13552,-1959390969,8
5439,-6699114,10
8870,1579274574,5
3363,-47795715,0
2630,1220407805,0
21014,1400819354,0
11676,-1178274993,8
5331,1220529635,0
11993,-871061014,0
22074,1635791165,0
6120,618007089,0
9226,-467272023,0
278418,-1916652663,0
12538,1220379720,0
21484,-1931621855,0
18038,-1282711335,0
22495,-1405631214,0
1733,-220540762,0
8782,1635883422,0
16106,-231233536,9
16005,-368276222,0
14667,-231174049,0
23181,1613835294,5
6330,1614372345,0
278137,-632576668,0
11601,-632636126,0
8253,1615413194,8
18758,-396248634,0
21014,-2147419222,8
278535,-2145716139,9
11676,-49676231,0
278586,1220498948,3
18250,-1065390881,0
19571,-112169889,5
14691,-385294711,0
21014,-231261505,0
2276,-787931503,0
6563,-1638416230,0
5903,-1052155356,0
17950,1218706776,0
11601,-396008164,9
16643,-742934730,10
19974,-1638416230,7
6575,-1708715516,0
8253,-2016825943,10
12589,1615469052,10
5903,-231258591,0
16795,-2145716139,5
15418,-397889062,0
20005,-2016825943,0
20462,1551565973,0
4098,-630614280,7
278582,-219648960,7
11601,-749454990,10
6575,-864987336,8
7346,-628917152,0
3371,-397978249,0
254,-1080695198,0
2766,-1917520851,6
3331,1635965137,0
21014,-431470395,0
11676,-459765894,0
5151,-784268202,10
21011,-745676402,10
4017,-749454990,8
6543,1694893537,6
8234,-1057839643,8
20911,-1523646677,0
16634,-2147415350,0
277197,-1541146561,0
16155,-1920289240,0
8067,-44275543,10
11676,-472010767,6
1424,-112167933,5
20147,-1523646677,2
16106,1221483047,0
12707,-1164878701,8
22625,-470913308,0
278418,299832462,0
11676,-1931653696,9
13273,2129823636,0
4017,-319946521,0
5483,-2012094912,0
10030,1219544676,0
8284,-472940982,0
8253,-1940551648,0
14285,-385947480,0
1025,-289525949,9
3167,-1408403799,0
21014,-1164878701,7
8801,-870998642,0
23020,-419985592,10
6251,1553205501,0
10001,-431470395,0
13968,1219484261,0
278418,1220439461,0
3840,1635965137,8
16634,1350098143,10
8188,1198304621,0
7346,-385600694,0
278418,-385295865,0
3363,-1221161460,10
16488,-1091334067,0
21659,-747756933,0
16634,1553242074,0
7125,-1944303392,0
254,-398663978,0
278535,558963500,9
7915,-1944209405,0
8935,-386152854,8
6575,1615413194,0
507,-747519504,0
11601,-1482432762,0
20115,-1094820609,0
11224,1635847778,9
14422,-742934730,0
17190,89430105,0
16781,1351192855,6
7915,-221309475,0
16161,-319977179,9
11676,-385575748,10
21576,448832820,0
12189,-1523646677,0
1075,-1052155356,7
1211,1635847778,9
8253,-870258486,9
8234,-219648920,8
18172,1219484261,0
18082,1220556635,8
6577,1220408832,0
21930,-468941407,5
11676,-870258486,9
14422,-289525949,5
11676,-1940551648,7
11676,-1940490206,3
17761,1221423491,0
21576,-1930940540,6
741,-1000653663,0
20751,-871061014,5
6772,-471837597,6
13552,-1482904103,10
21618,-1091333323,10
20172,1555536038,0
2010,-630704668,0
7915,-870160529,0
6563,-630796094,2
9417,1219569720,0
11532,1221508034,0
11676,-467239351,9
6073,-1067115067,6
9417,-1258517850,0
22780,-1090294295,0
21875,-1919245839,0
16488,1220439461,0
20180,-423658749,8
18722,-231258591,7
6563,1695760607,0
17950,-385603735,10
16795,-1052155356,10
8362,1615506282,0
17906,-630796094,9
11676,-324600464,0
3282,-1090294295,0
5604,-1523646677,6
12538,-1091098594,0
277928,-1917520851,10
6575,-2009320724,0
17507,-1523646677,0
11400,-420849748,0
7346,-1482904103,0
8245,1553205501,0
21014,1579274574,0
16795,2145703172,0
12154,-1021829014,8
21948,-2145716139,7
11676,1615413194,7
18316,-1022596856,0
243,1615621794,0
20680,1551565973,7
13164,-318189594,0
6789,-49818461,10
14768,-1221161460,0
278418,-871061014,0
4138,-1482375046,8
17859,-1958435584,0
4570,-1915643796,7
11676,-1093153395,0
13273,-1178275022,0
12824,1694832994,5
7107,-748444047,8
7346,1222251934,0
16634,1551598703,0
7158,448826306,0
22881,-386183853,6
14079,-1523646677,0
13552,-1091098565,0
21659,-49818461,0
20119,-231258591,0
16795,-1091987638,0
11676,-289465406,4
9177,-1089464023,8
16106,-630614280,10
278418,1615469052,0
243,-1406561400,0
11676,-119611807,6
4622,1581418877,10
6251,-419094922,0
6563,-1208195095,0
19019,-966177569,0
12112,-1152361652,7
16106,1884916141,0
12982,-1091987638,8
14768,-358263965,0
278137,1521805757,8
9289,2145644400,0
21011,-231258591,10
20350,768621055,8
254,-118837277,0
278633,-1918301053,0
15408,2147345557,0
11676,2147368459,8
11676,-320010722,8
19760,-787931503,0
4622,-293253862,0
16795,-1930940540,0
21404,-742930702,0
5728,-387020852,0
11676,-1089456493,0
11676,-49759032,7
8253,-799856133,10
20172,-745676402,10
16916,1198304621,0
20622,-397889777,0
11601,-225066949,0
6543,-386185653,0
8362,447041635,0
22012,-1523646677,3
14521,1221508034,0
278418,1221482205,0
13552,2146532544,8
9381,-49607945,0
14449,-397888906,0
21011,768621055,7
20561,1220499104,8
11676,-1065390881,0
7887,-467124993,0
22074,1399811169,9
11676,1558421279,0
277042,1553242074,0
13552,817482820,0
7346,1422625052,9
11676,-47766759,7
17859,-1193571314,10
16545,1284335392,7
9747,1218706776,0
20201,-1405639097,0
15135,-1944303392,7
14768,1219569720,0
2977,618007089,0
10829,558963529,0
882,-864987336,0
278418,-1096784895,0
21014,-49607945,4
11676,-431470395,10
6563,-1093199578,10
638,-1052155356,10
11601,-477649669,0
8362,-966177569,0
6575,-1959390970,0
12784,-1958435555,5
13915,-1068038623,0
4091,-218573660,0
15408,-397889777,0
244,-742934730,8
19842,1551364188,0
2139,1581395680,7
1435,-1231961231,0
16795,-225066949,0
2295,910019152,6
6251,-1152361692,10
21404,448826306,0
8362,-2012094912,0
6575,-6699114,0
254,-469002937,8
16795,-44967400,0
8089,-2146554351,8
7082,-632636126,8
22625,1694893537,9
5285,-1931687297,0
7651,-467125022,8
3363,-320007808,0
6789,1220556635,3
19085,-385295865,8
21404,1220529635,0
11676,1608945792,8
2559,-748444047,7
16795,-470074138,8
3363,-1164878701,0
278633,-1930942300,0
13664,-1523646677,0
22625,-1021857814,0
6007,-398663978,0
6251,-467272023,0
11676,-419985592,8
3817,1424686679,10
12692,-1068154966,0
16106,-630614211,0
7915,-120422794,8
13552,-467125022,0
6323,-632548826,0
9660,-1772056160,0
13082,1220409704,0
21014,-385946366,0
1075,-47795715,7
21540,-286760290,2
277427,-219558462,0
13273,1635823808,7
19429,618006374,8
14768,-1022569083,0
15822,-387020852,0
8253,-1930945370,0
278390,-871030484,0
4385,-1903208958,0
5539,-452257951,0
7915,-386096223,0
7346,-488603494,0
276822,-999703078,10
11676,-1093873152,0
8487,-386868093,0
277042,-219558532,0
8487,2145644400,0
19487,-1065266079,0
6431,-1093199578,10
19664,590390117,0
7158,-49607945,0
4622,-1069108954,4
5163,1614672138,5
6900,-469953395,0
9226,-630614280,0
7125,1400819354,0
14521,-445942752,0
15049,2129823636,8
8290,1615655239,0
6537,-231257749,0
11224,1220500033,7
7348,1221482205,0
22625,-447605935,0
9357,-1178275022,0
595,-1940641177,9
7286,-1090291409,0
20119,-630796094,0
277427,1222251005,0
15602,-47768715,7
6007,-1090414394,0
915,768621055,10
7915,-973782021,0
